ID,address,city,country,name,postalCode,state
7966,5245 W Colonial Dr,Orlando,US,Popeyes Chicken & Biscuits,32808,FL
7967,900 Lafollette Ctr N,Floyds Knobs,US,Taco Bell,47119,IN
7968,3030 Harbor Blvd,Costa Mesa,US,Five Guys,92626,CA
7969,7457 NY State Route 96,Victor,US,Taco Bell,14564,NY
7970,810 Canandaigua Rd,Geneva,US,Taco Bell,14456,NY
7971,3309 Queen City Dr,Charlotte,US,Waffle House,28208,NC
7972,4280 Hwy 49 N,Harrisburg,US,Hardee's / Red Burrito,28075-7526,NC
7973,7 Pershing Dr,Derby,US,KFC,6418,CT
7974,2207 Highway 67 S,Pocahontas,US,Wendy's,72455,AR
7975,596 N Reilly Rd,Fayetteville,US,Domino's Pizza,28303,NC
7976,3039 William St,Cape Girardeau,US,Taco Bell,63703,MO
7977,4411 San Mateo Blvd N E,Albuquerque,US,Firehouse Subs,87109,NM
7978,140 Main St,Westbrook,US,KFC,4092,ME
7979,451 Hegenberger Rd,Oakland,US,Del Taco,94621,CA
7980,2 Jalan Sungai Burung 32/68 (seksyen 32),Orlando,US,Kfc,40460,KY
7981,11210 W Airport Blvd,Stafford,US,McDonald's,77477,TX
7982,2954 Dale Blvd,Woodbridge,US,Popeye's Chicken & Biscuits,22193,VA
7983,17005 Roscoe Blvd,Northridge,US,Peking Wok,91325,CA
7984,6370 Babcock Rd,San Antonio,US,Redbox,78240,TX
7985,6900 Nw Expy,Oklahoma City,US,Five Guys,73132,OK
7986,10537 E Washington St,Indianapolis,US,Panda,46229,IN
7987,1621 Cecil B Moore Ave,Philadelphia,US,Pop-A-Nugget,19121,PA
7988,19911 Frederick Rd,Germantown,US,Subway,20876,MD
7989,803 W Dixon Blvd,Shelby,US,Bojangles' Famous Chicken 'n Biscuits,28152,NC
7990,1634 W Glenoaks Blvd,Glendale,US,McDonald's,91201,CA
7991,801 N Congress Ave,Boynton Beach,US,Wendy's,33426,FL
7992,15901 S Post Oak Rd,Houston,US,Subway,77053,TX
7993,8208 Quinault Dr NE,Olympia,US,Taco Time,98516,WA
7994,825 Dulaney Valley Rd,Towson,US,Chick-fil-a,21204,MD
7995,2601 32nd Ave S,Fargo,US,Taco John's,58103,ND
7996,5170 Reidsville Rd,Walkertown,US,Wendy's,27051,NC
7997,4660 Peoria St,Denver,US,Subway,80239,CO
7998,430 Main Ave,Norwalk,US,Roly Poly,6851,CT
7999,6009 W. Reno Ave,Oklahoma City,US,Arby's,73127,OK
8000,3737 Pacific Coast Hwy,Torrance,US,Panda Express,90505,CA
8001,14995 N 87th St,Scottsdale,US,Chick-fil-A,85260,AZ
8002,2693 El Camino Real,Redwood City,US,Taco Bell,94061,CA
8003,191 Newport Ave,Quincy,US,Wendy's,2170,MA
8004,1313 S Wolfe Rd,Sunnyvale,US,Wendy's,94087,CA
8005,3101 E Magic View Dr,Meridian,US,Del Taco,83642,ID
8006,24985 Elder Ave,Moreno Valley,US,Jack in the Box,92557,CA
8007,1810 Winderly Ln,Pickerington,US,KFC,43147,OH
8008,184 Spencer St,Manchester,US,McDonald's,6040,CT
8009,502 Pottstown Ave,Pennsburg,US,McDonald's,18073,PA
8010,209 Daniel Webster Hwy,Meredith,US,McDonald's,3253,NH
8011,13312 Wicker Ave,Cedar Lake,US,McDonald's,46303,IN
8012,4309 Wisconsin Ave NW,Washington,US,Popeye's Chicken & Biscuits,20016,DC
8013,1707 Lincoln St,Concordia,US,Kfc,66901,KS
8014,215 N Interstate 45 Service Rd,Hutchins,US,Whataburger,75141,TX
8015,6305 Cottage Hill Rd,Mobile,US,Subway,36609,AL
8016,947 N LA Brea Ave,Inglewood,US,Subway,90302,CA
8017,8719 Sancus Blvd,Columbus,US,Penn Station East Coast Subs,43240,OH
8018,5080 W Atlantic Ave,Delray Beach,US,Burger King,33484,FL
8019,101 Davita Dr,Milford,US,Taco Bell,18337,PA
8020,1575 N Victory Pl,Burbank,US,Wendy's,91502,CA
8021,2225 Wyoming Blvd NE,Albuquerque,US,Subway,87112,NM
8022,452 W Finnie Flat Rd,Camp Verde,US,Domino's Pizza,86322,AZ
8023,3201 S Broadway,Edmond,US,KFC,73013,OK
8024,680 E 12300 S,Draper,US,KFC / A&W,84020,UT
8025,1650 Vfw Pkwy,West Roxbury,US,McDonald's,2132,MA
8026,10939 Garvey Ave,South El Monte,US,Wienerschnitzel,91733,CA
8027,500 Pittsfield Rd,Lenox,US,Burger King,1240,MA
8028,110 Garfield Pkwy,Bethany Beach,US,Thrashers French Fries,19930,DE
8029,11321 Polo Pl,Midlothian,US,Burger King,23113,VA
8030,12943 Brady Rd,Chesaning,US,Mc Donald's,48616,MI
8031,340 New Lancaster Rd,Leominster,US,McDonald's,1453,MA
8032,1916 Central Ave SE,Albuquerque,US,BLIMPIE,87106,NM
8033,503 W Cold Spring Ln,Baltimore,US,Subway - Roland Park,21210,MD
8034,4911 Vine St,Cincinnati,US,Gold Star Chili,45217,OH
8035,910 N Main St,Lancaster,US,Arby's,29720,SC
8036,3120 N 14th St,Bismarck,US,Wendy's,58503,ND
8037,9975 NW Glencoe Rd,North Plains,US,McDonald's,97133,OR
8038,43RD And Glendale,Denver,US,Mcdonald's,80246,CO
8039,4901 Gibson Blvd SE,Albuquerque,US,Taco Bell,87108,NM
8040,535 Huffman Mill Rd,Burlington,US,McDonalds,27215,NC
8041,4039 Arendell St,Morehead City,US,Taco Bell,28557,NC
8042,2619 W Waters Ave,Tampa,US,Popeyes Chicken & Biscuits,33614,FL
8043,8001 Nw Expy,Oklahoma City,US,Mcdonald's,73162,OK
8044,1525 Glenn School Rd,Durham,US,Subway,27704,NC
8045,1727 S Georgia Pkwy E,Waycross,US,Subway,31501,GA
8046,314 Westport Ave,Norwalk,US,Garden Catering,6851,CT
8047,13554 W Van Buren St,Goodyear,US,Church's Chicken,85395,AZ
8048,11880 N Central Expy,Dallas,US,Whataburger,75243,TX
8049,161 S Pine St,Spartanburg,US,Arby's,29302,SC
8050,2500 E Pacific Coast Hwy,Long Beach,US,Taco Bell,90804,CA
8051,9654 Highway 23,Belle Chasse,US,Subway,70037,LA
8052,1620 El Paseo Rd,Las Cruces,US,McDonald's,88001,NM
8053,599 Divisadero St,San Francisco,US,Popeyes Louisiana Kitchen,94117,CA
8054,1250 S Main St,Greensburg,US,Burger King,15601,PA
8055,1945 El Dorado Blvd,Houston,US,KFC,77062,TX
8056,1304 W Screven St,Quitman,US,Burger King,31643,GA
8057,6501 35th Ave SW,Seattle,US,Pizza Hut,98126,WA
8058,3401 Fort Campbell Blvd,Clarksville,US,Wendy's,37042,TN
8059,2422 19th St,Lubbock,US,Arby's,79401,TX
8060,5385 Fairington Rd,Lithonia,US,Taco Bell,30038,GA
8061,3355 S Wadsworth Blvd,Denver,US,Subway,80227,CO
8062,10131 W Bowles Ave,Littleton,US,Pizza Hut,80127,CO
8063,3000 Yorba Linda Blvd,Fullerton,US,Pizza Hut,92831,CA
8064,2259 S 9th St,Salina,US,Taco John's,67401,KS
8065,2 Sagamore Pkwy N,Lafayette,US,Steak 'n Shake,47904,IN
8066,1275 Town Centre Dr,Saint Paul,US,Burger King,55123,MN
8067,7185 E Point Douglas Rd S,Cottage Grove,US,Arby's,55016,MN
8068,32500 John R Rd,Madison Heights,US,Wendy's,48071,MI
8069,6252 Hwy 20,Lucerne,US,Foster's Freeze,95458,CA
8070,1728 S Western Ave,Los Angeles,US,Subway,90006,CA
8071,1416 Farmers Ln,Santa Rosa,US,Taco Bell,95405,CA
8072,23711 Airport Rd,Coshocton,US,Burger King,43812,OH
8073,1444 S Belt Line Rd,Mesquite,US,McDonalds,75149,TX
8074,109 Rockdale Ave,New Bedford,US,Domino's Pizza,2740,MA
8075,6044 S Western Ave,Chicago,US,Subway,60636,IL
8076,W. Craig Rd,North Las Vegas,US,Del Taco,89032,NV
8077,1406 N Main St,Brinkley,US,McDonald's,72021,AR
8078,201 E Magnolia Blvd,Burbank,US,Panda Express,91502,CA
8079,826 W Broadway St,Mcloud,US,SONIC Drive In,74851,OK
8080,3831 E Craig Rd,North Las Vegas,US,Burger King,89030,NV
8081,at Gate A16,Grapevine,US,McDonald's,76051,TX
8082,409 E Main St,Price,US,McDonald's,84501,UT
8083,7135 S Rainbow Blvd,Las Vegas,US,Raising Cane's,89118,NV
8084,901 Forum Dr,Rolla,US,Subway,65401,MO
8085,1904 Oates Dr,Mesquite,US,Wienerschnitzel,75150,TX
8086,3335 Sixes Rd,Canton,US,McDonald's,30114,GA
8087,293 Social St,Woonsocket,US,Burger King,2895,RI
8088,231 Highway 515,Blairsville,US,Blimpie,30512,GA
8089,7110 Clairemont Mesa Blvd,San Diego,US,Arby's,92111,CA
8090,1810 W Ih 10,Seguin,US,Jack In The Box,78155,TX
8091,372 Elmira Rd,Ithaca,US,McDonald's,14850,NY
8092,404 N Wood,Gilmer,US,Kfc,75644,TX
8093,189 Main St,Saco,US,Rapid Ray's,4072,ME
8094,205 W Duval St,Lake City,US,Popeyes,32055,FL
8095,271 S Gay St,Auburn,US,Taco Bell,36830,AL
8096,6200 Montgomery Blvd N E,Albuquerque,US,Subway,87109,NM
8097,12812 Hawthorne Blvd,Hawthorne,US,Rally's Hamburgers,90250,CA
8098,245 Allegheny Blvd,Brookville,US,Taco Bell,15825,PA
8099,8300 Phipps Rd,Palmetto,US,McDonald's,30268,GA
8100,7823 Slide Rd,Lubbock,US,KFC,79424,TX
8101,2246 Baseline St,Cornelius,US,Burger King,97113,OR
8102,575 Bankhead Hwy,Carrollton,US,Kentucky Fried Chicken,30117,GA
8103,979 US Highway 1,North Brunswick,US,McDonald's,8902,NJ
8104,266 W Broad St,Groveland,US,Hardee's / Red Burrito,34736,FL
8105,8425 Centennial Pkwy,Las Vegas,US,McDonald's,89149,NV
8106,1465 W Lake St,Addison,US,Arby's,60101,IL
8107,10620 W Highway 2,Spokane,US,Carl's Jr. / Green Burrito,99224,WA
8108,285 Maple St,Holyoke,US,McDonald's,1040,MA
8109,8270 Marbach Rd,San Antonio,US,KFC,78227,TX
8110,2043 E Broadway Blvd,Tucson,US,Wienerschnitzel,85719,AZ
8111,3530 S Moorland Rd,New Berlin,US,Taco Bell,53151,WI
8112,6600 Reisterstown Rd,Baltimore,US,Taco Bell,21215,MD
8113,2705 Via de la Valle,Del Mar,US,McDonald's,92014,CA
8114,4020 W 95th St,Oak Lawn,US,Portillo's,60453,IL
8115,2561 E Ave S,Palmdale,US,Taco Bell,93550,CA
8116,11050 Highway 51 S,Atoka,US,Sonic Drive-in,38004,TN
8117,8403 NW 12th St,Miami,US,McDonalds,33126,FL
8118,2920 Eldorado Pkwy,Mckinney,US,Taco Bell,75070,TX
8119,1600 E Pine St,Central Point,US,Subway,97502,OR
8120,5320 State Hwy 78,Sachse,US,Taco Bueno,75048,TX
8121,3285 W Hillsborough Ave,Tampa,US,Pollo Tropical,33614,FL
8122,17395 17th St,Tustin,US,Subway,92780,CA
8123,1850 S 7th St,Phoenix,US,McDonald's,85034,AZ
8124,3415 SE 192nd Ave,Vancouver,US,Subway,98683,WA
8125,1911 Tuttle Creek Blvd,Manhattan,US,Vista Drive In,66502,KS
8126,"200 Chickasaw Ridge Dr,",Oakland,US,Pizza Hut,38060,TN
8127,636 Lincoln Ave,Cadiz,US,Wendy's,43907,OH
8128,1501 Atlantic Ave,Atlantic City,US,Taco Bell,8401,NJ
8129,905 N Smithfield Rd,Knightdale,US,Hardee's,27545,NC
8130,10930 N Central Expy,Dallas,US,Chicken Express,75231,TX
8131,951 Hank Aaron Dr,West Palm Beach,US,Wendy's,33401,FL
8132,11364 Foley Blvd NW,Minneapolis,US,McDonald's,55448,MN
8133,103 N Iliff St,Medicine Lodge,US,Subway,67104,KS
8134,1165 Harrisburg Pike,Carlisle,US,Wendy's,17013,PA
8135,W 249 N 6498 Hwy 164,Sussex,US,Taco Bell,53089,WI
8136,102 N Longstreet St,Kingstree,US,McDonald's,29556,SC
8137,6871 W Overland Rd,Boise,US,Pizza Hut,83709,ID
8138,49 Sparta Ave,Sparta,US,Burger King,7871,NJ
8139,651 Regional Rd,Greensboro,US,Bojangles' Famous Chicken 'n Biscuits,27409,NC
8140,3836 South St,Lafayette,US,Chick-Fil-A,47905,IN
8141,1124 S Union Ave,Roswell,US,Domino's Pizza,88203,NM
8142,438 E Main St,Henderson,US,McDonalds,38340,TN
8143,Blvd El Bote 202,Mercer Island,US,Subway,98040,WA
8144,4450 E Brown Rd,Mesa,US,SONIC Drive In,85205,AZ
8145,555 W Country Club Ln,Escondido,US,Round Table Pizza,92026,CA
8146,2196 Hospital Dr,Batavia,US,Burger King,45103,OH
8147,74-5452 Makala Blvd,Kailua Kona,US,Taco del Mar,96740,HI
8148,2321 Ogden Ave,Downers Grove,US,Jimmy John's,60515,IL
8149,1730 E Yosemite Ave,Manteca,US,El Pollo Loco,95336-5007,CA
8150,204 Segler Dr,Oak Grove,US,Quiznos,42262,KY
8151,105 SW 7th St,Renton,US,Popeye's Louisiana Kitchen,98057,WA
8152,1204 State Route 23,Butler,US,Wendy's,7405,NJ
8153,7352 E State Route 37,Sunbury,US,McDonalds,43074,OH
8154,20131 Highway 59 N,Humble,US,Arbys,77338,TX
8155,515 Westheimer Rd,Houston,US,SUBWAY,77006,TX
8156,1214 S Highland Ave,Lombard,US,Tom's Grill,60148,IL
8157,12940 Middlebrook Rd,Germantown,US,Domino's Pizza,20874,MD
8158,15685 E Valley Blvd,La Puente,US,Yoshinoya,91744,CA
8159,1604 Bypass 72 NE,Greenwood,US,Taco Bell,29649,SC
8160,330 US Highway 9 N,Woodbridge,US,McDonald's,7095,NJ
8161,2555 Inwood Rd,Dallas,US,Subway,75235,TX
8162,Anderson Rd,Rock Hill,US,Mcdonald's,29730,SC
8163,2245 Chesnee Hwy,Spartanburg,US,Bojangles' Famous Chicken 'n Biscuits,29303,SC
8164,28083 Newhall Ranch Rd,Valencia,US,Jack in the Box,91355,CA
8165,1010 W Colfax Ave,Denver,US,Burger King,80204,CO
8166,1335 S Washington Ave,Emmett,US,McDonald's,83617,ID
8167,503 W Washington St,Purcell,US,Carl's Jr.,73080,OK
8168,2100 Louisiana Blvd NE,Albuquerque,US,Sbarro,87110,NM
8169,1177 Bells Ferry Rd,Marietta,US,Subway - Bell's Ferry,30066,GA
8170,9528 Parkway E,Birmingham,US,Burger King,35215,AL
8171,96 E 12300 S,Draper,US,Del Taco,84020,UT
8172,85 Main St,Tewksbury,US,Burger King,1876,MA
8173,6314 S Westnedge Ave,Portage,US,Taco Bell,49002,MI
8174,40 S Broadway Pl,Tucson,US,Culver's,85710,AZ
8175,2920 Eldorado Pkwy,Mckinney,US,KFC,75070,TX
8176,10000 California St,Omaha,US,Sbarro,68114,NE
8177,369 Wilton Rd,Farmington,US,KFC,04938-6124,ME
8178,4382 Brandt Pike,Dayton,US,Burger King,45404,OH
8179,1704 N Milwaukee Ave,Chicago,US,Subway,60647,IL
8180,101 S Semoran Blvd,Winter Park,US,Taco Bell,32792,FL
8181,24915 W Newberry Rd,Newberry,US,Hardee's / Red Burrito,32669,FL
8182,5240 Main St,Zachary,US,McDonald's,70791,LA
8183,164 Barrett Pkwy N E,Marietta,US,Burger King,30066,GA
8184,1839 W Indian School Rd,Phoenix,US,Pizza Hut Wingstreet,85015,AZ
8185,5847 S Decatur Blvd,Las Vegas,US,Farmer Boys,89118,NV
8186,7930 W Tropical Pkwy,Las Vegas,US,Baja Fresh,89149,NV
8187,975 Route 173,Bloomsbury,US,Travelcenters of America,8804,NJ
8188,3999 Centerpoint Pkwy,Pontiac,US,Quiznos,48341-3122,MI
8189,1606 Memorial Dr,Chicopee,US,D'Angelo Grilled Sandwiches,1020,MA
8190,Highway 108,Sulphur,US,Sonic Drive In,70663,LA
8191,1210 Gordon Cooper Dr,Tecumseh,US,McDonald's,74873,OK
8192,10575 Silverdale Way NW,Silverdale,US,KFC,98383,WA
8193,7116 Atlantic Ave,Bell Gardens,US,SUBWAY,90201,CA
8194,1197 E Tropicana Ave,Las Vegas,US,Del Taco,89119,NV
8195,101 Princeton Blvd,Adairsville,US,Hardee's,30103,GA
8196,2405 Gause Blvd E,Slidell,US,Wendy's,70461,LA
8197,812 Dacula Rd,Dacula,US,SONIC Drive In,30019,GA
8198,80 McHenry Rd,Buffalo Grove,US,Burger King,60089,IL
8199,2210 E Baseline Rd,Mesa,US,KFC,85204,AZ
8200,1106 S Cannon Blvd,Kannapolis,US,Wendy's,28083,NC
8201,7140 Louetta Rd,Spring,US,McDonald's,77379,TX
8202,19915 Stone Oak Pkwy,San Antonio,US,McDonalds,78258,TX
8203,203 N Curtis Ave,Pea Ridge,US,Mcdonald's,72751,AR
8204,11724 Ulysses St NE,Minneapolis,US,Fitness 19,55434,MN
8205,7150 W Lake Mead Blvd,Las Vegas,US,Wendy's,89128,NV
8206,309 W Young St,Llano,US,Taco Bell,78643,TX
8207,4285 Bells Ferry Rd,Kennesaw,US,Burger King,30144,GA
8208,13011 Old Hickory Blvd,Antioch,US,Burger King,37013,TN
8209,10210 Central Ave Ne,Albuquerque,US,Taco Cabana,87123,NM
8210,216 W Taylor St,Griffin,US,Burger King,30223,GA
8211,2490 W Main St,Norman,US,Arby's,73069,OK
8212,1335 W Kearney St,Springfield,US,Taco Bell,65803,MO
8213,1425 Georgia Ave,Macon,US,Church's Chicken,31201,GA
8214,2204 N Plainfield E,Grand Rapids,US,Burger King,49505,MI
8215,1485 N Michigan Ave,Howell,US,Jimmy John's,48843,MI
8216,216 S Broadway St,La Porte,US,Sonic,77571,TX
8217,10550 S 1300 E,Sandy,US,McDonald's,84094,UT
8218,15495 E Andrews Drive #445 Harman Gtwy,Denver,US,Kfc,80239,CO
8219,2902 E Fletcher Ave,Tampa,US,Burger King,33612,FL
8220,2902 Bert Kouns Industrial Lp,Shreveport,US,Arby's,71118,LA
8221,900 Bob Wallace Ave S W,Huntsville,US,Quiznos,35801,AL
8222,1820 Pacific Blvd SW,Albany,US,McDonald's,97321,OR
8223,272 Garfield Ave,Cranston,US,Royal Buffet,2920,RI
8224,10004 S Main St,High Point,US,Wendy's,27263,NC
8225,515 E 4th St,Watkins Glen,US,McDonald's,14891,NY
8226,3220 E Whitestone Blvd,Cedar Park,US,SONIC Drive In,78613,TX
8227,1400 Busse Rd,Elk Grove Village,US,Taco Bell,60007,IL
8228,3667 E Grand River Ave,Howell,US,Wendy's,48843,MI
8229,3863 N Post Rd,Indianapolis,US,Church's Chicken,46226,IN
8230,422 Bush River Rd,Columbia,US,Blimpie,29210,SC
8231,302 Southmore Ave,Pasadena,US,Taco Bell,77502,TX
8232,24800 Sunnymead Blvd,Moreno Valley,US,El Pollo Loco,92553,CA
8233,1675 Highway 138 SE,Conyers,US,KFC,30013,GA
8234,5510 Lafayette Rd,Indianapolis,US,Cousins Subs,46254,IN
8235,501 Grant Rd,East Wenatchee,US,Jack in the Box,98802,WA
8236,2033 San Pablo Ave,Berkeley,US,Lanesplitter Pizza & Pub,94702,CA
8237,1015 S Broadway,Saint Louis,US,Rallys,63104,MO
8238,800 W US Highway 30,Schererville,US,White Castle,46375,IN
8239,1606 Highway 291 N,Harrisonville,US,Kfc,64701,MO
8240,1316 N State St,Belvidere,US,Burger King,61008,IL
8241,208 Corte Madera Town Ctr,Corte Madera,US,World Wrapps,94925,CA
8242,599 E Tremont Ave,Bronx,US,McDonald's,10457,NY
8243,36158 US Hwy 27,Haines City,US,Subway,33844,FL
8244,1526 W Edinger Ave,Santa Ana,US,McDonald's,92704,CA
8245,3413 Denny Ave,Pascagoula,US,Checkers,39581,AL
8246,7010 S Zurich Ave,Tulsa,US,McDonald's,74136,OK
8247,27322 Lorain Rd,North Olmsted,US,McDonald's,44070,OH
8248,3930 Louetta Rd,Spring,US,Hunam Garden,77388,TX
8249,5958 E McKellips Rd,Mesa,US,Blimpie,85215,AZ
8250,1733 Whiskey Rd,Aiken,US,Hardee's,29803,SC
8251,4535 Rittiman Rd,San Antonio,US,Popeye's,78218,TX
8252,92 Plaza Ln,Oxford,US,McDonald's,36203,AL
8253,4801 Kietzke Ln,Reno,US,Boston Market,89509,NV
8254,2235 W Alameda Ave,Denver,US,Wendy's,80223,CO
8255,1507 S Nevada Ave,Colorado Springs,US,Taco Bell,80905,Co Spgs
8256,7646 N Blackstone Ave,Fresno,US,Carl's Jr.,93720,CA
8257,1799 N Congress Ave,Boynton Beach,US,McDonald's,33426,FL
8258,1110 E Main St,Midlothian,US,Jack in the Box,76065,TX
8259,229 W Greens Rd,Houston,US,SUBWAY,77067,TX
8260,851 State Highway 54,Black River Falls,US,McDonald's,54615,WI
8261,969 Providence Rd,Chesapeake,US,Sonic Drive-In,23325,VA
8262,3649 Highway 138 SE,Stockbridge,US,Chick-fil-A,30281,GA
8263,291 Stoner Ave,Westminster,US,Subway,21157,MD
8264,2318 W Northern Ave,Phoenix,US,Burger King,85021,AZ
8265,5510 E 41st St,Tulsa,US,Jimmy John's,74135,OK
8266,5796 Gull Rd,Kalamazoo,US,Wendy's,49048,MI
8267,197 W Ocean View Ave,Norfolk,US,Burger King,23503,VA
8268,8011 Wadsworth Blvd,Arvada,US,McDonald's,80003,CO
8269,"Cc Campanar Valencia 3, Manuel De Falla,13",Anderson,US,Burger King,46015,IN
8270,2257 Pine Ridge Rd,Naples,US,Rally's,34109,FL
8271,2000 N Plano Rd,Richardson,US,Soulfish Grill,75082,TX
8272,765 N Main St,Vidor,US,McDonald's,77662,TX
8273,1956 W Martin Luther King Blvd,Fayetteville,US,Whataburger,72701,AR
8274,3232 N Campbell Ave,Tucson,US,McDonald's,85719,AZ
8275,6085 Samuell Blvd,Dallas,US,Burger King,75228,TX
8276,Hwy 74a,Forest City,US,Taco Bell,28043,NC
8277,4921 N Reserve St,Missoula,US,Domino's Pizza,59808,MT
8278,19701 Esperanza Rd,Yorba Linda,US,Del Taco,92886,CA
8279,141 Fairfax Pike,Stephens City,US,Wendy's,22655,VA
8280,1975 E Beltline Ave NE,Grand Rapids,US,Wendy's,49525,MI
8281,300 Highway 78 E,Jasper,US,Chick-fil-a,35501,AL
8282,7 E 83rd St,Chicago,US,Kam's Chop Suey,60619,IL
8283,140 Tremont St,Boston,US,Ziti's Italian Express,02111-1318,MA
8284,550 Highway 53,Poplar Bluff,US,McDonald's,63901,MO
8285,1619 S Mission St,Mount Pleasant,US,Wendy's,48858,MI
8286,5732 Buckeystown Pike,Frederick,US,Subway,21704,MD
8287,710 S Grand Ave E,Springfield,US,Rally's Springfield,62703,IL
8288,165 S Sheridan Blvd,Denver,US,Taco Bell,80226,CO
8289,6171 Mission Gorge Rd,San Diego,US,Subway,92120,CA
8290,480 Lyons Ave,Irvington,US,White Castle,07111-4718,NJ
8291,720 E Main St,Jackson,US,Burger King,45640,OH
8292,29161 Canwood St,Agoura Hills,US,Mcdonald's,91301,CA
8293,1505 N Arizona Blvd,Coolidge,US,KFC,85128,AZ
8294,306 Nc Highway 55 W,Mount Olive,US,Wendy's,28365,NC
8295,7313 San Pedro Ave,San Antonio,US,Jimmy John's,78216,TX
8296,6904 Fm 1960 Rd E,Humble,US,McDonald's,77346,TX
8297,1580 Holcomb Bridge Rd,Roswell,US,Subway,30076,GA
8298,850 Route 54 E,Black River Falls,US,Mcdonald's,54615,WI
8299,2346 E Mcdowell Rd,Phoenix,US,Wendy's,85006,AZ
8300,2703 Dawson Rd,Albany,US,Chick-fil-A,31707,GA
8301,2511 N Grand Ave,Santa Ana,US,Subway Sandwiches,92705,CA
8302,9120 W Thomas Rd,Phoenix,US,McDonald's,85037,AZ
8303,1401 W Artesia Blvd,Gardena,US,Carl's Jr. / Green Burrito,90248,CA
8304,74 Turnpike Sq,Milford,US,Home Town Buffet,6460,CT
8305,3232 S Route 59,Naperville,US,McDonald's,60564,IL
8306,3333 Buford Dr,Buford,US,Chick-fil-a,30519,GA
8307,1928 S Commons,Federal Way,US,Five Guys,98003,WA
8308,200 S Main St,Opelousas,US,Rally's,70570,LA
8309,4010 Blackhawk Rd,Rock Island,US,Checker's Drive-in Restaurant,61201,IL
8310,5475 Appalachian Hwy,Blue Ridge,US,Taco Bell,30513,GA
8311,507 E Russell St,Calhoun City,US,Subway,38916,MS
8312,4065 S Maryland Pkwy,Las Vegas,US,Five Guys,89119,NV
8313,893 Garrisonville Rd,Stafford,US,McDonald's,22554,VA
8314,101 Electric City Blvd,Anderson,US,McDonald's,29621,SC
8315,1511 Yadkinville Rd,Mocksville,US,Arby's,27028,NC
8316,2905 Van Buren Blvd,Riverside,US,McDonald's,92503,CA
8317,12362 S Minuteman Dr,Draper,US,Carl's Jr.,84020,UT
8318,1007 Se Everett Mall Way,Everett,US,Arby's,98208,WA
8319,1101 N Queen St,Martinsburg,US,Wendy's,25404,WV
8320,2101 Duluth Highway 120,Duluth,US,McDonald's,30097,GA
8321,179 N Plaza Access Rd,Somerset,US,Auntie Anne's,15501,PA
8322,8000 E S E Topeka Service Area 2 I 70,Tecumseh,US,Taco Bell,66542,KS
8323,1917 N Turner St,Hobbs,US,Grandy's,88240,NM
8324,2314 S Oneida St,Green Bay,US,KFC,54304,WI
8325,6002 N Mesa,El Paso,US,Burger King,79912,TX
8326,1650 Armory Dr,Franklin,US,McDonald's,23851,VA
8327,1617 N Eastern Ave,Los Angeles,US,McDonald's,90063,CA
8328,126 College Ave,New Brunswick,US,Wendy's,8901,NJ
8329,10196 Scripps Poway Pkwy,San Diego,US,Wendy's,92131,CA
8330,5575 N Jim Miller Rd,Dallas,US,Taco Bell,75228,TX
8331,16920 Goldenwest St,Huntington Beach,US,El Pollo Loco,92647,CA
8332,205 US Route 1,Scarborough,US,Wendy's,4074,ME
8333,1100 Smithville Hwy,Mcminnville,US,Krystal,37110,TN
8334,1405 W Elizabeth St,Fort Collins,US,Wendy's,80521,CO
8335,10450 Friars Rd,San Diego,US,Pizza Hut,92120,CA
8336,141 S 18th St,Kansas City,US,Subway,66102,KS
8337,2827 Navajo Rd,El Cajon,US,Taco Bell,92020,CA
8338,108 Highland Ct,Neenah,US,McDonald's,54956,WI
8339,770 34th St N,Saint Petersburg,US,KFC,33713,FL
8340,472 E Wickenburg Way,Wickenburg,US,Domino's Pizza,85390,AZ
8341,700 Mcginnis Dr,Wayne,US,Wendy's,25570,WV
8342,1510 E Hammer Ln,Stockton,US,El Pollo Loco,95210,CA
8343,245 N Moorpark Rd,Thousand Oaks,US,Ll Hawaiian Barbecue,91360,CA
8344,3550 Ulmerton Rd,Clearwater,US,Taco Bell,33762,FL
8345,8512 Benbrook Blvd,Fort Worth,US,Golden Chick,76126,TX
8346,3234 Owen Rd,Fenton,US,Taco Bell,48430,MI
8347,1180 E Desert Inn Rd,Las Vegas,US,Carl's Jr. / Green Burrito,89109,NV
8348,840 Wainee St,Lahaina,US,Maui Tacos,96761,HI
8349,549 S Yearling Rd,Columbus,US,Dairy Queen,43213,OH
8350,4750 Almaden Expy,San Jose,US,Subway,95118,CA
8351,4890 Peachtree Industrial Blvd,Norcross,US,Dairy Queen,30071,GA
8352,3983 Bemiss Rd,Valdosta,US,Wendy's,31605,GA
8353,2245 W Northwest Hwy,Dallas,US,Taco Bell,75220,TX
8354,9052 W Fairview Ave,Boise,US,Jack in the Box,83704,ID
8355,7501 W Cermak Rd,Riverside,US,Taco Bell,60546,IL
8356,2601 Broad St,Lake Charles,US,Checker's Hamburgers,70615,LA
8357,708 E Liberty St,York,US,McDonald's,29745,SC
8358,300 Berkley Rd N,Wilson,US,Mcdonald's,27893,NC
8359,106 W Central Ave,Petal,US,Hardee's,39465,AL
8360,755 Texas Ave,Bridge City,US,McDonald's,77611,TX
8361,7359 Milliken Ave,Rancho Cucamonga,US,Carl's Jr / Green Burrito,91730,CA
8362,108 Westland Way,Rock Springs,US,Taco Bell,82901,WY
